course_name,prerequisites,corequisites
PHY 4100 - Biophysics (3),"C- or better in PHY 123, PHY 133, PHY 1220 , or PHY 1520 .",
ME 3011 - Thermodynamics (3),"ME major, and C- or better in ME 2141 or ME 214.",
ME 3111 - Fluid Mechanics (3),"ME major, C or better in MAT 2140 or MAT 214, and C- or better in ME 2150 or ME 215.",
MHR 4050 - International Management (3),MHR 3010 or MHR 301.,
MHR 4040 - Conflict Management in Organizations (3),C or better in MHR 3020 or MHR 318.,
LA 2271 - History II: Modern Landscapes (3),,
FRL 4263 - Legal Aspects of International Business (International Business Law) (3),FRL 201 or FRL 2013 .,
HRT 4870 - Event Operations and Analysis (3),Junior or senior standing.,
PLT 3280L - Arboriculture Laboratory (1),,PLT 3280 .
PLT 3280 - Arboriculture (1),,PLT 3280L .
GEO 3580 - Geography of Africa (3),GE area A.,
GEO 3570 - Geography of Asia (3),GE area A.,
FRL 4531 - Multinational Financial Management (3),"C or better in ACC 2070 or ACC 207/A; ACC 2080 or ACC 208/A; EC 201 or EC 2201 ; EC 202 or EC 2202 ; FRL 201 or FRL 2013 ; FRL 301 or FRL 3000 ; STA 120, STA 1200 , or STA 1202 ; and ENG 1103 , ENG 1101 , ENG 103, ENG 104, ENG 107, ENG 109, ENG 110, IGE 1100 / IGE 1200 , or IGE 120/121/122.",
"GSC 1510L - Earth, Time, and Life Laboratory (1)",,
GEO 3510 - Geography of California (3),"Junior standing; and Lower division GE requirements in Area A, at least two sub-areas in Area B, and at least two sub-areas in Area D.",
GEO 3520 - Geography of Latin America (3),GE area A.,
GEO 3500 - Geography of United States and Canada (3),GE area A.,
EWS 4400 - Feminist and Queer Theories (3),Junior or Senior Standing.,
GEO 4430L - Quantitative Spatial Analysis Laboratory (1),GEO 2400 and GEO 2400L or Instructor consent.,GEO 4430 .
GEO 4430 - Quantitative Spatial Analysis (2),GEO 2400 and GEO 2400L or Instructor consent.,GEO 4430L .
GEO 4100L - Remote Sensing of the Environment Laboratory (1),GEO 2400 and GEO 2400L .,GEO 4100 .
GEO 4050L - Geodemographics with GIS Laboratory (1),GEO 2400 and GEO 2400L or Instructor consent.,GEO 4050 .
GEO 4100 - Remote Sensing of the Environment (2),GEO 2400 and GEO 2400L or Instructor consent.,GEO 4100L .
FRE 3410 - French Civilization (3),"Instructor consent, FL 202, FRE 2111 , FRE 2112 , FRE 2113 , or equivalent.",
FRE 3420 - Contemporary France (3),"Instructor consent, FL 202, FRE 2111 , FRE 2112 , FRE 2113 , or equivalent.",
FRE 3210 - Readings in French and Francophone Literature (3),"Instructor consent, FL 202, FRE 2111 , FRE 2112 , FRE 2113 , or equivalent.",
FRE 2113 - Intermediate French Composition and Conversation (3),"Instructor consent, FL 103, FRE 1112 , or equivalent.",
FRE 2112 - Intermediate French Reading (3),"Instructor consent, FL 103, FRE 1112 , or equivalent.",
FRE 2111 - Intermediate French (3),"Instructor consent, FL 103, FRE 1112 , or equivalent.",
FRE 1112 - Elementary French II (3),"Instructor consent, FL 101, FL 102, FRE 1111 , or equivalent.",
GEO 4000 - Special Study for Upper Division Students (1-3),,
GEO 4050 - Geodemographics with GIS Lecture (2),GEO 2400 and GEO 2400L or Instructor consent.,GEO 4050L .
CE 4331L - GIS Applications in Engineering and Remote Sensing Laboratory (1),"C- or better in CE 134 or CE 1011 ; C- or better in CE 134L or CE 1011L ; and BSCE, BSCET, BSCEM, or MSCE Major.",CE 4331 .
FST 4261L - Food Chemistry Laboratory (1),"C- in FST 1250 , FN 121, or FST 125; C- CHM 2010 , CHM 3150 , CHM 201, or CHM 316; C- in CHM 2010L , CHM 3150L , CHM 250L, or CHM 317L; C- in CHM 2010 , or CHM 3150 ; and C- in CHM 2010L or CHM 3150L .",FST 4261.
FST 4261 - Food Chemistry (3),"C- in FST 1250 , FN 121, or FST 125; C- or better in CHM 2010 , CHM 3150 , CHM 201, or CHM 316; C- in CHM 2010L , CHM 3150L , CHM 250L, or CHM 317L; C- in CHM 2010 or CHM 3150 ; and C- in CHM 2010L or CHM 3150L .",FST 4261L.
FST 3321L - Food Process Engineering Laboratory (1),"C or better in CHM 1220 or CHM 123, CHM 1220L or CHM 123L, PHY 1210 or PHY 121, PHY 1210L or PHY 121L, and MAT 120 or MAT 1200 ; and C- or better in FST 1250 or FST 125.",FST 3321 .
FST 4170 - Unit Operations in Food Processing I (2),"C- or better in CHM 2010 , CHM 201, CHM 3150 , or CHM 316; C- or better in CHM 2010L , CHM 250L, CHM 3150L, or CHM 317L; C- in FST 3321 or C- in FST 332; C- in FST 3321L or C- in FST 332L; C- in BIO 2060 or MIC 201; and C- in BIO 2060L or MIC 201L.",
FST 4300A - Principles of Hazard Analysis and Critical Control Point System Activity (1),C- in BIO 3640 or MIC 201; C in BIO 3640L or C- in MIC 201L; C in FST 3220 or C- in FST 322; C in FST 3250 or C- in FST 325; C in FST 4170 or C- in FST 417; and C in FST 4170 or C- in FST 417L.,FST 4300 .
FST 1250 - Introduction to Food Science and Technology (3),,
FRL 3301 - Investments (3),"C or better in ACC 207/A or ACC 2070 ; ACC 208/A or ACC 2080 ; EC 201 or EC 2201 ; EC 202 or EC 2202 ; FRL 201 or FRL 2013 ; FRL 300/301 or FRL 3000 ; STA 120, STA 1200 , or STA 1202 ; and ENG 1103 , ENG 1101 , ENG 103, ENG 104, ENG 107, ENG 109, ENG 110, IGE 1100 / IGE 1200 , or IGE120/121/122.",
FRL 3671 - Corporate Finance Theory (3),"C or better in ACC 207/A or ACC 2070 ; ACC 208/A or ACC 2080 ; EC 201 or EC 2201 ; EC 202 or EC 2202 ; FRL 201 or FRL 2013 ; FRL 300 and FRL 301, or FRL 3000 ; STA 120, STA 1200 , or STA 1202 ; and ENG 1103 , ENG 1101 , ENG 103, ENG 104, ENG 107, ENG 109, ENG 110, IGE 1100 / IGE 1200 , or IGE 120/121/122.",
FST 4300 - Principles of Hazard Analysis and Critical Control Point System (2),C- or better in BIO 3640 or MIC 201; C in BIO 3640L or C- in MIC 201L; C in FST 3220 or C- in FST 322; C in FST 3250 or C- in FST 325; C in FST 4170 or C- in FST 417; and C in FST 4170 or C- in FST 417L.,FST 4300A .
CE 4331 - GIS Applications in Engineering and Remote Sensing (2),"C- or better in CE 134 or CE 1011 ; C- or better in CE 134L or CE 1011L ; and BSCE, BSCET, BSCEM, or MSCE Major.",CE 4331L .
CE 1101L - Construction Drafting Laboratory (1),"BSCE, BSCET, BSCEM, or MSCE Major.","MAT 114 or MAT 1140 , and CE 1101 or ETC 130."
FST 3321 - Food Process Engineering (3),"C or better in CHM 1220 or CHM 123, CHM 1220L or CHM 123L, PHY 1210 or PHY 121, PHY 1210L or PHY 121L, and MAT 120 or MAT 1200 ; and C- or better in FST 1250 or FST 125.",FST 3321L .
CE 1101 - Construction Drafting (2),"BSCE, BSCET, BSCEM, or MSCE Major.","MAT 114 or MAT 1140 , and CE 1101L or ETC 130L."
FRL 3151 - Financial Markets and Institutions (3),"C or better in ACC 2070 or ACC 207/A; ACC 2080 or ACC 208/A; EC 2201 or EC 201; EC 2202 or EC 202; FRL 3000 or FRL 300/FRL 301; STA 1200 , STA 1202 , or STA 120; and ENG 1103 , ENG 1101 , ENG 103, ENG 104, ENG 107, ENG 109, ENG 110, IGE 1100 / IGE 1200 , or IGE 120/121/122.",
GEO 4400 - Advanced GIS (2),GEO 2400 and GEO 2400L or Instructor consent.,GEO 4400L .
GEO 4400L - Advanced GIS Laboratory (1),GEO 2400 and GEO 2400L .,GEO 4400 .
GEO 1010L - Physical Geography Lab (1),,
GEO 3220 - GIS Programing and Application (2),GEO 2400 and GEO 2400L ; or instructor consent.,GEO 3220L .
GEO 2400 - Geographic Information Systems (2),,GEO 2400L .
GEO 2400L - Geographic Information Systems Laboratory (1),,GEO 2400 .
GEO 3220L - GIS Programing and Application Laboratory (1),GEO 2400 and GEO 2400L ; or instructor consent.,GEO 3220 .
GEO 1020 - Human Geography (3),,
GEO 1010 - Physical Geography (3),,
GSC 1410L - Principles of Geology Laboratory (1),,
"GSC 1120 - Earth, Time, and Life (3)",,
HST 2201 - United States History to 1877 (3),,
GSC 1110 - Principles of Geology (3),,
HRT 4740 - Hospitality Finance (3),HRT 374 or HRT 3740 .,
HRT 4840 - Multi-Unit Restaurant Management (3),,
HRT 4860 - Revenue Management for the Hospitality Industry (3),HRT 203 or HRT 2030 .,
HRT 4850 - Culinary Product Development and Evaluation (3),Senior standing; HRT 281 or HRT 2810 ; and HRT 281L or HRT 2810L .,
HRT 4800 - Hospitality Information System Seminar (3),,
HRT 4250 - Hotel/Resort Operations Seminar (3),HRT 203 or HRT 2030 .,
HRT 4200 - Club Management (3),Senior standing.,
HRT 4220 - Casino Management Seminar (3),,
HRT 4150 - International Tourism (3),HRT 201 or HRT 2010 .,
HRT 3930 - Lodging Operations (3),"HRT 203 or HRT 2030 , and Hotel/Lodging Professional Work Experience (PWE).",
HRT 3950 - Hospitality Project Development (3),Junior or Senior standing.,
HRT 4020 - Event Management (3),Junior or senior standing; HRT 281 or HRT 2810 ; and HRT 281L or HRT 2810L .,
"HRT 3900 - Hotel Sales, Advertising, and Public Relations (3)",HRT 302 or HRT 3020 .,
HRT 3810L - Professional Cooking II Laboratory (1),HRT 281 or HRT 2810 ; HRT 281L or HRT 2810L ; and Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County Department of Environmental Health.,HRT 3810 .
HRT 3500 - Management of Human Resources in Hospitality (3),,
HRT 3250L - Professional Healthy Cooking Laboratory (1),HRT 281 or HRT 2810 ; HRT 281L or HRT 2810L ; and Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County Department of Environmental Health.,HRT 3250 .
HRT 3810 - Professional Cooking II (2),HRT 281 or HRT 2810 ; HRT 281L or HRT 2810L ; and Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County Department of Environmental Health.,HRT 3810L .
HRT 3170 - Beverage Marketing and Management (3),,
HRT 3160 - Wines of the World (3),Must be at least 21 years of age.,
HRT 3250 - Professional Healthy Cooking (2),HRT 281 or HRT 2810 ; HRT 281L or HRT 2810L ; and Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County of Department of Environmental Health.,HRT 3250L .
"HRT 3150 - Wines, Beers, Spirits (3)",Must be at least 21 years of age; product fee required.,
HRT 3240 - World Cuisine (2),HRT 281 or HRT 2810 ; HRT 281L or HRT 2810L ; and Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County Department of Environmental Health.,HRT 3240L .
HRT 3050 - Event and Meeting Planning (3),,
HRT 3120 - Beer and Culture (3),Must be at least 21 years of age; product fee required.,
HRT 3240L - World Cuisine Laboratory (1),HRT 281 or HRT 2810 ; HRT 281L or HRT 2810L ; and Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County Department of Environmental Health.,HRT 3240 .
HRT 3040 - Hotel/Resort Rooms Division Management (3),,
HRT 2810L - Professional Cooking Laboratory (1),Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County Department of Environmental Health.,HRT 2810 .
"HRT 2500 - Hospitality Procurement, Purchasing and Selection (3)",,
HRT 2030 - Introduction to Hotel/Resort Operations (3),,
HRT 2810 - Professional Cooking (2),Current Food Protection Manager Certification that is acceptable as manager-level certification by the Los Angeles County Department of Environmental Health.,HRT 2810L .
HRT 2550 - Healthy American Cuisine (3),,
HRT 2400 - Hospitality Management Law (3),,
HRT 2010 - Tourism Concepts (3),,
HRT 2020 - Dining Room and Banquet Management (3),Valid Food Protection Manager Certification.,
HRT 3020 - Hospitality Marketing Management (3),HRT 203 or HRT 2030 .,
HRT 2740 - Hospitality Industry Financial Accounting (3),,
HRT 1010 - Introduction to the Hospitality Industry (3),,
"HRT 2760 - Food, Beverage, and Labor Cost Controls (3)","HRT 2740 , ACC 2070 , or ACC 207 and ACC 207A; Valid Food Protection Manager Certification.",
HRT 3740 - Hospitality Industry Managerial Accounting (3),"HRT 274, HRT 2740 , ACC 207, or ACC 2070 .",
MHR 4240 - Employee Compensation and Benefits (3),MHR 3210 or MHR 311.,
MHR 4250 - Employment Law (3),"MHR 3210 , HRT 3500 , MHR 311 or HRT 350; and FRL 2013 or FRL 201; and Upper Division standing.",
MHR 4260 - Human Resources Information Systems (3),MHR 3210 or MHR 311.,
IBM 3001 - Principles of Global Business (3),,
"MHR 4230 - Human Resources Staffing, Planning, Recruiting and Selection (3)",MHR 3210 or MHR 311.,
EC 4404 - International Economics (3),"EC 2201 or EC 201, and EC 2202 or EC 220; or Graduate Standing.",
LA 1581 - Introduction to Visual Communication for Design (3),,
LA 3581 - Geodesign Fundamentals for Environmental Designers (3),,
MHR 4270 - Management Union Relations (3),"MHR 3210 , HRT 3500 , MHR 311 or HRT 350; and Upper Division standing.",
LA 1771 - Reading and Representing the Landscape (3),,
LA 2441 - Plant Ecology and Design I (3),,
LA 2771 - Environmental Design Theory (3),,
LA 2261 - History I: History of Landscape Design (3),,
MHR 3210 - Human Resources Management (3),C or better in MHR 301 or MHR 3010 ; and Undergraduate standing.,
FRL 3531 - International Financial Markets (3),"ACC 207/A or ACC 2070 ; ACC 208/A or ACC 2080 ; EC 201 or EC 2201 ; EC 202 or EC 2202 ; FRL 201 or FRL 2013 ; FRL 301 or FRL 3000 ; STA 120, STA 1200 , or STA 1202 ; and ENG 1103 , ENG 1101 , ENG 103, ENG 104, ENG 107, ENG 109, ENG 110, IGE 1100 / IGE 1200 , or IGE 120/121/122.",
AVS 4434 - Equine Reproduction (3),,
ENG 2720 - World Literature II (3),Completion of GE Area A2.,
MHR 4440 - Social Entrepreneurship (3),Junior standing.,
ME 4180L - Air Conditioning Laboratory (1),"ME major; C- or better in ME 3121 , or ME 302 and ME 312; and C- or better in ME 4150 or ME 415.",ME 4180 .
EC 4620 - Senior Seminar (3),EC 3322 or EC 322; and EC 4401 or EC401; and EC 4403 or EC 403.,
EC 4464 - Applied Economic Research (3),EC 2201 or EC 201; and EC 2202 or EC 202; or Graduate standing.,
DAN 4490 - Dance in Contemporary Culture (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
CHM 4600 - Air Pollution Problems (2),"C- or better in CHM 221 or CHM 2210 ; C- or better in CHM 221L or CHM 2210L ; and CHM 305, CHM 313, CHM 3040 and CHM 3050 , or CHM 3110 and CHM 3120 .",
FRL 4013 - Government Regulation of Business (Administrative Law and Regulation) (3),FRL 201 or FRL 2013 .,
SW 4440 - Human Rights (3),SOC 2201 or SW 2201 .,
FRL 3283 - Contract Cost/Price Techniques-Negotiation (3),FRL 201 or FRL 2013 ; and FRL 301 or FRL 3000 .,
CS 2450 - Programming Graphical User Interfaces (3),C or better in CS 141 or CS 1400 .,
CS 4650 - Big Data Analytics and Cloud Computing (3),"CS major, and C or better in CS 241 or CS 2400 .",
CS 4800 - Software Engineering (3),"CS major, and C or better in CS 241 or CS 2400 .",
CS 4600 - Cryptography and Information Security (3),"CS major, and C or better in CS 241 or CS 2400 .",
HST 3303 - China 1644-1927 (3),Completion of GE Area A.,
CIS 3252 - Business Intelligence (3),TOM 3020 and C or better in CIS 3050 .,
HST 3301 - China to 1127 (3),Completion of GE Area A.,
HST 3302 - China 1127-1644 (3),Completion of GE Area A.,
ENG 4740 - Chinese Civilization and Culture (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
CHN 4990 - Special Topics for Upper Division Students (1-3),,
EWS 2020 - Chicana/o and Latina/o Historical Experience (3),,
CHN 2113 - Intermediate Chinese III (3),"Instructor consent, FL 271, CHN 2112 , or equivalent.",
CHN 3410 - Chinese Civilization and Culture (3),CHN 2113 .,
CHN 2111 - Intermediate Chinese I (3),"Instructor consent, FL 173, CHN 1112 , or equivalent.",
CHN 2112 - Intermediate Chinese II (3),"Instructor consent, FL 271, CHN 2111 , or equivalent.",
COM 3321 - Advanced Organization Communication (3),COM 314 or COM 3314 .,
COM 4404 - Gender and Communication (3),COM 201 or COM 2201 .,
COM 4403 - Advanced Interpersonal Communication (3),"COM 103 or COM 1103 , and COM 201 or COM 2201 .",
COM 3326 - Nonverbal Communication (3),Junior or senior standing.,
COM 3325 - Persuasion (3),Junior or senior standing.,
COM 1100 - Public Speaking (3),,
COM 3314 - Organizational Communication (3),"GE Areas A1-3, C1-3, and D1-3.",
CIS 3050 - Database Design and Development (3),"CIS 1010 , CIS 101 or Personal Computer Proficiency Test.",
COM 2201 - Introduction to Communication Theory (3),,
CIS 1010 - Introduction to Personal Computing (3),,
CS 4500 - Computability (3),"CS major, and C or better in CS 311 or CS 3110 .",
CIS 3090 - Object-Oriented Programming for Business (3),"CIS 1010 , CIS 101 or Personal Computer Proficiency; and C or better in STA 1200 or STA 120.",
CHM 3110 - Classical Physical Chemistry (3),CHM 123 or CHM 1220 ; MAT 116 or MAT 1150 ; PHY 133 or PHY 1520 ; and PHY 133L or PHY 1520L .,
CS 3520 - Symbolic Programming (3),"CS major, and C or better in CS 241 or CS 2400 .",
CS 3800 - Computer Networks (3),CS major; C or better in CS 241 or CS 2400 ; and CS 264 or CS 2640 .,
CS 4350 - Database Systems (3),"CS major, and C or better in CS 241 or CS 2400 .",
CS 3560 - Object-Oriented Design and Programming (3),"CS major, and C or better in CS 241 or CS 2400 .",
CS 4200 - Artificial Intelligence (3),CS major; and C or better in CS 331 or CS 3310 .,
CIS 2670 - IT Infrastructure (3),"CIS 1010 , CIS 101, or PCPT; and C or better in MAT 1250 , MAT 114 and MAT 115, MAT 1140 , MAT 125, MAT 1060 , MAT 106, MAT 1910 , MAT 191, STA 1200 or STA 120.",
CS 3110 - Formal Languages and Automata (3),"CS major, and C or better in CS 241 or CS 2400 .",
CS 3010 - Numerical Methods (3),"CS major; C or better in CS 128, CS 240, or CS 2400 ; and MAT 208 or MAT 2250 .",
CS 3310 - Design and Analysis of Algorithms (4),CS major; C or better in CS 241 or CS 2400 ; and MAT 208 or MAT 2250 .,
FRL 3273 - Contract Case Study/Practical Application (3),FRL 201 or FRL 2013 .,
CS 1400 - Introduction to Programming and Problem Solving (4),"C or better in MAT 114, MAT 115, MAT 116, MAT 214, MAT 215, MAT 216, MAT 1140 , MAT 1150 or MAT 2140 ; or Eligibility for MAT 114 or MAT 1140 .",
BUS 3000 - Applied Business Communication (3),C or better in GE Area A2.,
FRL 3263 - Contract Aspects of the Uniform Commercial Code (3),FRL 201 or FRL 2013 .,
CS 2400 - Data Structures and Advanced Programming (4),"C or better in CS 141 or CS 1400 ; CS 130 or CS 1300 ; and MAT 114, MAT 115, MAT 116, MAT 214, MAT 215, MAT 216, MAT 1140 , MAT 1150 or MAT 2140 .",
FRL 3253 - Contract Administration (3),FRL 201 or FRL 2013 .,
