course_name,prerequisites,corequisites
MAT 1250 - Introductory Calculus for Business (3),"Category I, Category II, Category III, ALEKS >=46, completion of GE Sub-area B4, or C- or better or CR in MAT 1051 .",
FRL 3832 - Real Estate Finance (3),"FRL 301 or FRL 3000 , and FRL 306 or FRL 3062 .",
ACC 2080 - Managerial Accounting for Decision Making (3),ACC 2070 ; or ACC 207 and ACC 207A.,
FRL 3062 - Fundamentals of Real Estate (3),C or better in ACC 207/A or ACC 2070 ; C or better in EC 201 or EC 2201 ; C or better in FRL 201 or FRL 2013 ; and C or better in FRL 300 or FRL 3000 .,
STA 1202 - Statistics with Applications Stretch II (3),CR in STA 1201 or consent of instructor.,
PSY 3332 - Organizational Psychology (3),"PSY 2201 , PSY 201, or PSY 202; or instructor consent.",
PSY 3303 - Physiological Psychology (3),"PSY 2201 , PSY 201, or PSY 202; and PSY 2210 , PSY 210, BIO 1110 , BIO 110, BIO 1150 , or BIO 115.",PSY 3303A .
"PSY 2210 - Mind, Brain and Behavior: An Integrated View (3)",,
FRL 3000 - Managerial Finance (3),"EC 201 or EC 2201 ; EC 202 or EC 2202 ; ACC 207/A or ACC 2070 ; ACC 208/A or ACC 2080 ; and C or better in MAT 125 or MAT 1250 , MAT 114 and MAT 115, or MAT 1140 .",
RS 4650 - Ecological Patterns and Processes (3),,
PSY 2204 - Research Methods in Psychology (3),"Major or minor in PSY; PSY 2201 , PSY 201, or PSY 202; STA 1200 , STA 1202 , or STA 120; and GE Area A2.",
PSY 3303A - Physiological Psychology Activity (1),"PSY 2201 , PSY 201, or PSY 202; and PSY 2210 , PSY 210, BIO 1110 , BIO 110, BIO 1150 , or BIO 115.",PSY 3303 .
RS 4200L - Watershed Restoration Laboratory (1),,
RS 4300 - Solar Energy Systems (2),MAT 106 or MAT 1060 .,
RS 4300L - Solar Energy Systems Laboratory (1),MAT 106 or MAT 1060 .,
RS 4200 - Watershed Restoration (2),,
RS 4140 - Current Applications in Regenerative Studies (2),,
RS 4140L - Current Applications in Regenerative Studies Laboratory (1),,
RS 4000 - Special Study for Upper Division Students (1-3),Instructor Consent.,
COM 4440 - Communication Training and Consulting (3),COM 201 or COM 2201 .,
COM 4222 - Crisis Communication (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
COM 4446 - Event Planning (3),"COM 201 or COM 2201 , and junior or senior standing.",
COM 3325 - Persuasion (3),Junior or senior standing.,
COM 4435 - Special Topics in Public Relations (3),COM 313 or COM 3313 .,
COM 3313 - Public Relations Principles (3),Junior or senior standing.,
COM 3340 - Professional Writing and Speaking (3),COM 204 or COM 2204 .,
COM 1107 - Copyediting (3),,
COM 2217 - Reporting (3),,"COM 106, COM 1106 , or COM 1107 ."
COM 1106 - Writing for Communication Practitioners (3),,
NTR 4450 - Nutrition and International Development (3),NTR 2350 or FN 235.,
GSC 3500 - Natural Disasters (3),Upper Division standing; and Lower division GE requirements in Areas A and B.,
GSC 3200 - Studies of a Blue Planet (3),Upper Division standing; and Lower division GE requirements in Areas A and B.,
COM 3319 - Public Relations Writing (3),"COM 106, COM 1106 , or COM 1107 ; COM 300 or COM 2217 ; and COM 313 or COM 3313 .",
CS 3750 - Computers and Society (3),"Lower division GE requirements in Area A, at least two sub-areas in Area B, and at least two sub-areas in Area D.",
EGR 4050 - Role of Design Professionals In Society (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
RS 4500 - Sustainable Communities (3),"Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
EC 4441 - Industry Studies (3),"EC 2201 , EC 201, EC 2202 or EC 202; Junior, Senior or Graduate Standing; and Lower division GE requirements in Area A, at least two sub-areas in Area B, and at least two sub-areas in Area D.",
RS 3030 - Organization for Regenerative Practices (3),"Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
PHY 3010 - Energy and Society (3),Lower division GE requirements in Areas A and B.,
RS 3020 - Global Regenerative Systems (3),"Junior Standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
RS 3010 - Life Support Processes (3),Junior Standing; and Lower division GE requirements in Areas A and B.,
PLT 4311 - Plants and Civilization (3),Junior Standing; and Lower division GE requirements in Areas A and B.,
MU 3100 - History of Technology in Music (3),"Lower division GE requirements in Area A, and at least two sub-areas in Area B, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
"EWS 4250 - Gender, Power, and Emerging Technologies (2)","Lower division GE requirements in Areas A and D, and sub-area B4.",EWS 4250L .
IGE 3200 - Visions of Science and Technology (3),"Junior or senior standing; and Lower division GE requirements in Areas A and C, and sub-area B4.",
PHY 3060 - History of Physics (3),Lower division GE requirements in Areas A and B.,
"STS 4610 - Science, Technology, and Society Capstone Seminar (3)","STS major or minor, and senior standing.",
HST 4210 - History of the Scientific Revolution (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
"EWS 4250L - Gender, Power, and Emerging Technologies Laboratory (1)","Lower division GE requirements in Areas A and D, and sub-area B4.",EWS 4250 .
HST 4230 - Modern Science in World History (3),"Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
"STS 2010 - Introduction to Science, Technology, and Society (3)",,
HST 4408 - History of American Science and Technology (3),"Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
SW 4430 - International Social Work (3),SOC 2201 or SW 2201 .,
PHL 3830 - Philosophy of Science (3),Lower division GE requirements in Areas A and B.,
SW 4440 - Human Rights (3),SOC 2201 or SW 2201 .,
SW 3311 - Social Work and Integrated Health Settings (3),SOC 2201 or SW 2201 .,
SW 3310 - Social Welfare Policy and Issues (3),SOC 2201 or SW 2201 .,
PSY 4250 - Community Psychology (3),"PSY 2201 , PSY 201, or PSY 202.",
SOC 3340 - Social Change and Social Movements (3),"SOC 201, SOC 2201 or CRM 2201 .",
PSY 4150 - Abnormal Psychology (3),PSY 2201 or PSY 201 or PSY 202.,
SOC 3360 - Sociology of Education (3),"SOC 201, SOC 2201 or CRM 2201 .",
PSY 4121 - Theories of Counseling (3),PSY 2201 or PSY 201 or PSY 202.,
SOC 3321 - Sociology of the Family (3),"SOC 201, SOC 2201 or CRM 2201 .",
PSY 3325 - Multicultural Psychology (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
PSY 4170 - Basic Counseling Skills (3),"PSY 2201 , PSY 201, or PSY 202.",
PSY 3305 - Basic Developmental Psychology (3),PSY 2201 or PSY 201 or PSY 202.,
PSY 3326 - Health Psychology (3),"Lower division GE requirements in Area A, at least two sub-areas in Area B, and at least two sub-areas in Area D.",
PSY 2206 - Child Psychology for Educators (3),,
SW 3322 - Family Violence (3),SOC 2201 or SW 2201 .,
SW 3301 - Social Work Practice (3),SOC 2201 or SW 2201 .,SW 3301L .
SW 3320 - Medical Social Work (3),SOC 2201 or SW 2201 .,
SW 2201 - Introduction to Social Work and Social Welfare (3),,
SW 3301L - Social Work Practice Laboratory (1),SOC 2201 or SW 2201.,SW 3301 .
SOC 3328 - Gender and Sexuality (3),"SOC 201, SOC 2201 or CRM 2201 .",
SOC 3309 - Social Stratification and Inequality (3),"SOC 201, SOC 2201 or CRM 2201 .",
SOC 3320 - Race and Ethnic Relations (3),"SOC 201, SOC 2201 or CRM 2201 .",
SOC 2205 - Research Methods in Sociology (3),"SOC 201, SOC 2201 or CRM 2201 .",
BIO 2120 - Life Science for Elementary Educators (2),,BIO 2120L .
CRM 2205 - Research Methods in Criminology (3),CRM 2201 or equivalent.,
GSC 1110 - Principles of Geology (3),,
GSC 1160 - Introduction to Astronomy (3),,
GSC 2120 - Earth Science for Elementary Educators (2),,
PHY 2120L - Physical Science for Elementary Educators Laboratory (1),,PHY 2120 .
GSC 1410L - Principles of Geology Laboratory (1),,
EWS 3850 - Education and Social Change (3),Junior or Senior Standing.,
PHY 2120 - Physical Science for Elementary Educators (2),,PHY 2120L .
LS 3042S - Equity Issues in K-9 Environmental and Science Education Service Learning (3),LS 2011 and LS 3011.,
PLT 3520 - Soil Materials and Management (2),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,PLT 3520L .
LS 4601S - Liberal Studies Synthesis Interdisciplinary Perspective on Contemporary Public Education - Service Learning (3),"Senior standing, LS 201 or LS 2011 , LS 301 or LS 3011 , LS 3021 , LS 3031 , LS 3041 , LS 401 or LS 4011 , and LS 421 or LS 4211 .",
PLT 3340L - Soil Resource Management and Conservation Laboratory (1),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,PLT 3340 .
PLT 3520L - Soil Materials and Management Laboratory (1),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,PLT 3520 .
PLT 3320L - Soil Fertility and Fertilizers Laboratory (1),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,PLT 3320 .
SPN 4350 - Modern and Vanguard Poetry (3),SPN 2112 or SPN 2120 .,
PLT 3340 - Soil Resource Management and Conservation (2),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,PLT 3340L .
SPN 4340 - The Novel as Art or Popular Fiction (3),"SPN 2112 , or SPN 2120 .",
SPN 4360 - Hispanic Cinema (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
PLT 3320 - Soil Fertility and Fertilizers (2),PLT 2310 / PLT 2310L or PLT 231L.,PLT 3320L .
SPN 4330 - Gender in Hispanic Texts (3),SPN 2112 or SPN 2120 .,
SPN 3420 - Latin American Civilization (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
SPN 4310 - Early Modern Spanish Literature (3),SPN 2112 or SPN 2120 .,
SPN 4320 - Mexican Literature (3),SPN 2112 or SPN 2120 .,
SPN 3410 - Spanish Civilization (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
SPN 3330 - Foundations of Literature: Theatre (3),SPN 2112 or SPN 2120 .,
SPN 3310 - Foundations of Literature: Narrative (3),SPN 2112 or SPN 2120 .,
SPN 4230S - Spanish Applied Linguistics-Service Learning (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
SPN 4220 - History of the Spanish Language (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
SPN 4240 - Spanish Comparative Linguistics (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
SPN 4210 - Spanish for Teachers (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , SPN 2120, or SPN 2130. SPN 2120 - Spanish for Spanish Speakers II (3)",
SPN 3130 - Business Spanish (3),SPN 254 or SPN 2130 .,
"SPN 3220 - Spanish Phonetics, Phonology and Dialectology (3)","SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
SPN 2112 - Intermediate Spanish II (3),,
SPN 2130 - Spanish Intermediate Composition (3),,
SPN 2120 - Spanish for Spanish Speakers II (3),,
SPN 3210 - Spanish Morphology and Syntax (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
STA 2260 - Probability and Statistics for Computer Scientists and Engineers (3),"C or better in MAT 116, MAT 1150 , MAT 132, or MAT 1310 .",
STA 2100 - Introduction to Statistics (4),"AP Calc AB, AP Calc BC, MAT 114, MAT 1140 , MAT 120, MAT 1200 , MAT 130, MAT 1300 , MAT 115, MAT 1150 , MAT 116, MAT 214, MAT 2140 , or MAT 215.",
NTR 4850 - Nutrition for Sport and Exercise (3),"C or better in NTR 2350 , FN 235, NTR 3050 , or FN 305.",
PLT 3310L - Weed Science Laboratory (1),BIO 115 or BIO 1150 ; BIO 115L or BIO 1150L .,PLT 3310 .
HST 4435 - Environmental History (3),"Completion of GE Area A, and junior or senior standing.",
KIN 2700 - Stress Management for Healthy Living (3),,
COM 1103 - Interpersonal Communication (3),,
PSY 3314 - Human Relations in Organizations (3),PSY 2201 or PSY 201 or PSY 202.,
COM 4451A - Advanced News Practicum (3),"COM 106, COM 1106 , or COM 1107 ; COM 300 or COM 2217 ; COM 351A or COM 3351A ; and consent of department required.",
MU 3580A - Latin American Ensemble (1),Audition.,
MU 3650A - Vocal Jazz Ensemble (1),Audition; and prior vocal experience.,
IBM 4990 - Special Topics for Upper Division Students (1-3),,
MU 3690L - Songwriter Showcase (1),Audition and department consent required.,
IBM 4932 - Event and Destination Marketing (3),Upper division standing; IBM 307 or IBM 3072 .,
IBM 4912 - Marketing of Movies (3),Upper division standing; IBM 307 or IBM 3072 .,
IBM 4922 - Sports Marketing (3),Upper division standing; IBM 301 or IBM 3012 .,
MHR 4460 - Entrepreneurial Planning (3),MHR 3410 .,
MHR 4030 - Leading Organizational Transformations (3),C or better in MHR 3010 or MHR 301.,
LA 2271 - History II: Modern Landscapes (3),,
MHR 4050 - International Management (3),MHR 3010 or MHR 301.,
LA 1771 - Reading and Representing the Landscape (3),,
IBM 3001 - Principles of Global Business (3),,
FRL 4263 - Legal Aspects of International Business (International Business Law) (3),FRL 201 or FRL 2013 .,
LA 2250 - The Japanese American Experience and the California Landscape (3),,
EC 4404 - International Economics (3),"EC 2201 or EC 201, and EC 2202 or EC 220; or Graduate Standing.",
ABM 3300 - International Food and Agribusiness Marketing (3),,
AG 1010 - Agriculture & The Modern World (3),,
MHR 4250 - Employment Law (3),"MHR 3210 , HRT 3500 , MHR 311 or HRT 350.",
FRL 4531 - Multinational Financial Management (3),"C or better in ACC 2070 or ACC 207/A; ACC 2080 or ACC 208/A; EC 201 or EC 2201 ; EC 202 or EC 2202 ; FRL 201 or FRL 2013 ; FRL 301 or FRL 3000 ; STA 120, STA 1200 , or STA 1202 ; and ENG 1103 , ENG 1101 , ENG 103, ENG 104, ENG 107, ENG 109, ENG 110, IGE 1100 / IGE 1200 , or IGE 120/121/122.",
FRL 3531 - International Financial Markets (3),"ACC 207/A or ACC 2070 ; ACC 208/A or ACC 2080 ; EC 201 or EC 2201 ; EC 202 or EC 2202 ; FRL 201 or FRL 2013 ; FRL 301 or FRL 3000 ; STA 120, STA 1200 , or STA 1202 ; and ENG 1103 , ENG 1101 , ENG 103, ENG 104, ENG 107, ENG 109, ENG 110, IGE 1100 / IGE 1200 , or IGE 120/121/122.",
"MHR 4230 - Human Resources Staffing, Planning, Recruiting and Selection (3)",MHR 3210 or MHR 311.,
MHR 4240 - Employee Compensation and Benefits (3),MHR 3210 or MHR 311.,
LA 2771 - Environmental Design Theory (3),,
LA 1581 - Introduction to Visual Communication for Design (3),,
LA 2441 - Plant Ecology and Design I (3),,
LA 2261 - History I: History of Landscape Design (3),,
EWS 2250 - The Japanese American Experience and the California Landscape (3),,
LA 3581 - Geodesign Fundamentals for Environmental Designers (3),,
MHR 4040 - Conflict Management in Organizations (3),C or better in MHR 3020 or MHR 318.,
IBM 4382 - Applied Sales Communication (3),IBM 306 or IBM 3062 .,
MHR 3210 - Human Resources Management (3),C or better in MHR 301 or MHR 3010 ; and Undergraduate standing.,
IBM 4432 - Advertising Media Analysis and Planning (3),"Undergraduate standing; IBM 307, MKT 307, or IBM 3072 ; and STA 120 or STA 1200 .",
IBM 4410 - Internship in Marketing and International Business (1-3),Undergraduate Standing.,
IBM 4361 - International Business Agreements and Negotiation (3),"IBM 414, MKT 414, or IBM 4141 .",
IBM 4352 - Advanced Professional Selling (3),"IBM 306, MKT 306, or IBM 3062 .",
IBM 4212 - Marketing Problems (3),"IBM 320 or IBM 3202 ; IBM 330, IBM 408, or IBM 3302 ; and IBM 411 or IBM 4112 .",
IBM 4291 - International Logistics (3),"IBM 301, MKT 301, or IBM 3012 .",
IBM 4312 - Marketing Channels (3),"IBM 301, MKT 301, or IBM 3012 .",
IBM 4192 - Data Mining for Marketing Decisions (3),IBM 3012 and TOM 3020 .,
IBM 4141 - International Marketing (3),C or better in IBM 301 or IBM 3012 .,
IBM 4102 - Marketing for Small Business Organizations (3),"IBM 301, MKT 301, or IBM 3012 .",
IBM 4202 - Marketing Analytics (3),IBM 3012 and TOM 3020 .,
IBM 4161 - International Exporting (3),IBM 301 or IBM 3012 .,
IBM 4092 - Advanced Marketing Research (3),IBM 3012 and TOM 3020 .,
IBM 4052 - Advertising Management (3),IBM 307 or IBM 3072 .,
IBM 4112 - Consumer Behavior (3),"PSY 201 or PSY 2201 ; Undergraduate standing; and IBM 301, MKT 301, or IBM 3012 .",
IBM 4032 - E-marketing (3),IBM 301 or IBM 3012 .,
IBM 4022 - Brand Impression and Management (3),C or better in IBM 301 or IBM 3012 .,
IBM 4072 - Qualitative Marketing Research (3),IBM 3012 .,
IBM 3282 - Social Media Marketing (3),IBM 307 or IBM 3072 .,
IBM 3302 - Marketing Research (3),TOM 302 or TOM 3020 ; and IBM 301 or IBM 3012 .,
IBM 3262 - Interactive Marketing (3),"Undergraduate standing; and IBM 307, MKT 307, or IBM 3072 .",
IBM 3292 - Mobile Marketing (3),IBM 307 or IBM 3072 .,
IBM 3082 - Retail Management (3),"Undergraduate standing; and IBM 301, MKT 301, or IBM 3012 .",
IBM 3162 - Marketing of Services (3),"Undergraduate standing; and IBM 301, MKT 301, or IBM 3012 .",
IBM 3202 - Market Analysis and Control (3),"IBM 200 or IBM 2000 , and C or better in IBM 301 or IBM 3012 .",
